"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","FIN","Finland","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","FRA","France","2018","2018",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","FRA","France","2019","2019",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","FRA","France","2020","2020",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","FRA","France","2021","2021",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","DEU","Germany","2018","2018",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","DEU","Germany","2019","2019",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","DEU","Germany","2020","2020",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","DEU","Germany","2021","2021",99.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GRC","Greece","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GRC","Greece","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GRC","Greece","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GRC","Greece","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","HUN","Hungary","2018","2018",94,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","HUN","Hungary","2019","2019",94,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","HUN","Hungary","2020","2020",94,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","HUN","Hungary","2021","2021",95,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISL","Iceland","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISL","Iceland","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISL","Iceland","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISL","Iceland","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","IRL","Ireland","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","IRL","Ireland","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","IRL","Ireland","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","IRL","Ireland","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ITA","Italy","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ITA","Italy","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ITA","Italy","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ITA","Italy","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","JPN","Japan","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","JPN","Japan","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","JPN","Japan","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","KOR","Korea","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","KOR","Korea","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","KOR","Korea","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","KOR","Korea","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LUX","Luxembourg","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LUX","Luxembourg","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LUX","Luxembourg","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LUX","Luxembourg","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","MEX","Mexico","2018","2018",88.3,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","MEX","Mexico","2019","2019",80.6,"E; B","Estimated value; Break"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","MEX","Mexico","2020","2020",72.4,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NLD","Netherlands","2018","2018",99.9,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NLD","Netherlands","2019","2019",99.9,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NLD","Netherlands","2020","2020",99.9,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NLD","Netherlands","2021","2021",99.9,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NZL","New Zealand","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NZL","New Zealand","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NZL","New Zealand","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NZL","New Zealand","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NOR","Norway","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NOR","Norway","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NOR","Norway","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","NOR","Norway","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","POL","Poland","2018","2018",92.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","POL","Poland","2019","2019",93.4,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","POL","Poland","2020","2020",93.3,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","POL","Poland","2021","2021",94,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","PRT","Portugal","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","PRT","Portugal","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","PRT","Portugal","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","PRT","Portugal","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVK","Slovak Republic","2018","2018",94.5,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVK","Slovak Republic","2019","2019",94.6,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVK","Slovak Republic","2020","2020",94.6,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVK","Slovak Republic","2021","2021",95,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ESP","Spain","2018","2018",100,"B","Break"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ESP","Spain","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ESP","Spain","2020","2020",100.7,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ESP","Spain","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SWE","Sweden","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SWE","Sweden","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SWE","Sweden","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SWE","Sweden","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHE","Switzerland","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHE","Switzerland","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHE","Switzerland","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHE","Switzerland","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","TUR","Türkiye","2018","2018",98.5,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","TUR","Türkiye","2019","2019",98.8,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","TUR","Türkiye","2020","2020",98.5,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","TUR","Türkiye","2021","2021",98.8,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GBR","United Kingdom","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GBR","United Kingdom","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GBR","United Kingdom","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","GBR","United Kingdom","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","USA","United States","2018","2018",90.6,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","USA","United States","2019","2019",89.7,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","USA","United States","2020","2020",90.3,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","USA","United States","2021","2021",90.8,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHL","Chile","2018","2018",93.4,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHL","Chile","2019","2019",95.6,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHL","Chile","2020","2020",95,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CHL","Chile","2021","2021",94.3,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","EST","Estonia","2018","2018",94.5,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","EST","Estonia","2019","2019",95,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","EST","Estonia","2020","2020",95.2,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","EST","Estonia","2021","2021",95.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISR","Israel","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISR","Israel","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISR","Israel","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ISR","Israel","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVN","Slovenia","2018","2018",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVN","Slovenia","2019","2019",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVN","Slovenia","2020","2020",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","SVN","Slovenia","2021","2021",100,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","RUS","Russia","2018","2018",99.6,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","RUS","Russia","2019","2019",99.1,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","RUS","Russia","2020","2020",99.2,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","COL","Colombia","2018","2018",94.7,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LTU","Lithuania","2018","2018",98.1,"B","Break"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LTU","Lithuania","2019","2019",98.7,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LTU","Lithuania","2020","2020",99.1,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LTU","Lithuania","2021","2021",98.8,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CRI","Costa Rica","2018","2018",91.6,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CRI","Costa Rica","2019","2019",91.1,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CRI","Costa Rica","2020","2020",91.8,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","CRI","Costa Rica","2021","2021",90.9,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LVA","Latvia","2018","2018",100,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LVA","Latvia","2019","2019",100,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LVA","Latvia","2020","2020",100,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","LVA","Latvia","2021","2021",100,"E","Estimated value"
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ROU","Romania","2018","2018",85.8,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ROU","Romania","2019","2019",85.5,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ROU","Romania","2020","2020",85.4,,
"TPRIBASI","Total public and primary voluntary health insurance coverage","COVPOPTX","% of total population covered","ROU","Romania","2021","2021",85.5,,
