"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","LVA","Latvia","2021","2021",707.8,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2018","2018",225.7,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2019","2019",211.1,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2020","2020",191.2,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2018","2018",311.5,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2019","2019",302.9,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","COL","Colombia","2020","2020",406.7,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2018","2018",627.7,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2019","2019",591.6,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2020","2020",645.6,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","LTU","Lithuania","2021","2021",653.5,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","ROU","Romania","2018","2018",722,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","ROU","Romania","2019","2019",688.6,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2018","2018",870,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2019","2019",840.6,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","BGR","Bulgaria","2020","2020",905.7,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","HRV","Croatia","2019","2019",446.5,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","HRV","Croatia","2020","2020",454.6,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","ARG","Argentina","2018","2018",324,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","ARG","Argentina","2019","2019",323.6,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","ARG","Argentina","2020","2020",300.3,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","PER","Peru","2018","2018",141.3,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","PER","Peru","2019","2019",150,,
"CICDCIRC","Diseases of the circulatory system","TXCMILTX","Deaths per 100 000 population (standardised rates)","PER","Peru","2020","2020",236,,
