"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,24.97,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2019","2019","PC","Percentage","0","Units",,,23.154,"B","Break"
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2020","2020","PC","Percentage","0","Units",,,21.839,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2021","2021","PC","Percentage","0","Units",,,21.44,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,19.343,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2016","2016","PC","Percentage","0","Units",,,19.248,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,19.822,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2018","2018","PC","Percentage","0","Units",,,20.067,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2019","2019","PC","Percentage","0","Units",,,20.192,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2020","2020","PC","Percentage","0","Units",,,19.258,"D","Difference in methodology"
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2021","2021","PC","Percentage","0","Units",,,19.046,"D; P","Difference in methodology; Provisional value"
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2022","2022","PC","Percentage","0","Units",,,20.607,"D; P","Difference in methodology; Provisional value"
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2015","2015","PC","Percentage","0","Units",,,1.783,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2016","2016","PC","Percentage","0","Units",,,1.793,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,1.796,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,1.796,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2019","2019","PC","Percentage","0","Units",,,1.99,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2020","2020","PC","Percentage","0","Units",,,3.237,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2015","2015","PC","Percentage","0","Units",,,2.188,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2016","2016","PC","Percentage","0","Units",,,2.14,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2017","2017","PC","Percentage","0","Units",,,2.142,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,2.103,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2019","2019","PC","Percentage","0","Units",,,2.088,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2020","2020","PC","Percentage","0","Units",,,3.438,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2021","2021","PC","Percentage","0","Units",,,10.325,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,1.677,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2016","2016","PC","Percentage","0","Units",,,1.482,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,1.442,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,1.532,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2019","2019","PC","Percentage","0","Units",,,1.579,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2020","2020","PC","Percentage","0","Units",,,2.11,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2021","2021","PC","Percentage","0","Units",,,3.132,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,5.4,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2016","2016","PC","Percentage","0","Units",,,5.336,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,5.269,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2018","2018","PC","Percentage","0","Units",,,5.301,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2019","2019","PC","Percentage","0","Units",,,5.703,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2020","2020","PC","Percentage","0","Units",,,5.724,"D","Difference in methodology"
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2021","2021","PC","Percentage","0","Units",,,5.491,"D; P","Difference in methodology; Provisional value"
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","CAN","Canada","2022","2022","PC","Percentage","0","Units",,,6.112,"D; P","Difference in methodology; Provisional value"
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2015","2015","PC","Percentage","0","Units",,,2.775,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2016","2016","PC","Percentage","0","Units",,,3.11,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,3.098,"B","Break"
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,3.097,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2019","2019","PC","Percentage","0","Units",,,2.983,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUS","Australia","2020","2020","PC","Percentage","0","Units",,,2.597,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2015","2015","PC","Percentage","0","Units",,,4.062,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2016","2016","PC","Percentage","0","Units",,,4.081,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2017","2017","PC","Percentage","0","Units",,,3.979,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,3.982,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2019","2019","PC","Percentage","0","Units",,,4.044,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2020","2020","PC","Percentage","0","Units",,,3.799,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","AUT","Austria","2021","2021","PC","Percentage","0","Units",,,3.49,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,3.433,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2016","2016","PC","Percentage","0","Units",,,3.359,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,3.285,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,3.324,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2019","2019","PC","Percentage","0","Units",,,3.384,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2020","2020","PC","Percentage","0","Units",,,3.56,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","BEL","Belgium","2021","2021","PC","Percentage","0","Units",,,3.549,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2015","2015","PC","Percentage","0","Units",,,9.187,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2016","2016","PC","Percentage","0","Units",,,8.981,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,9.191,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2018","2018","PC","Percentage","0","Units",,,9.162,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2019","2019","PC","Percentage","0","Units",,,9.396,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2020","2020","PC","Percentage","0","Units",,,9.463,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","EST","Estonia","2021","2021","PC","Percentage","0","Units",,,9.12,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2015","2015","PC","Percentage","0","Units",,,28.068,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2016","2016","PC","Percentage","0","Units",,,28.666,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2017","2017","PC","Percentage","0","Units",,,28.291,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2015","2015","PC","Percentage","0","Units",,,30.945,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2016","2016","PC","Percentage","0","Units",,,31.34,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2017","2017","PC","Percentage","0","Units",,,31.264,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,57.581,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2016","2016","PC","Percentage","0","Units",,,57.184,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,57.683,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2018","2018","PC","Percentage","0","Units",,,57.841,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2019","2019","PC","Percentage","0","Units",,,58.362,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2020","2020","PC","Percentage","0","Units",,,58.67,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2021","2021","PC","Percentage","0","Units",,,58.272,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,2.06,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2016","2016","PC","Percentage","0","Units",,,2.142,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,2.103,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2018","2018","PC","Percentage","0","Units",,,2.115,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2019","2019","PC","Percentage","0","Units",,,2.144,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2020","2020","PC","Percentage","0","Units",,,2.966,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","ESP","Spain","2021","2021","PC","Percentage","0","Units",,,3.447,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,21.405,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2016","2016","PC","Percentage","0","Units",,,21.375,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,21.377,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,21.571,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2019","2019","PC","Percentage","0","Units",,,21.33,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2020","2020","PC","Percentage","0","Units",,,20.833,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2021","2021","PC","Percentage","0","Units",,,19.652,,
"HFTOT","All financing schemes","HC3","Long-term care (health)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DNK","Denmark","2022","2022","PC","Percentage","0","Units",,,20.978,"P","Provisional value"
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2015","2015","PC","Percentage","0","Units",,,2.013,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2016","2016","PC","Percentage","0","Units",,,1.966,,
"HFTOT","All financing schemes","HC6","Preventive care","HPTOT","All providers","PARCUR","Share of current expenditure on health","COL","Colombia","2017","2017","PC","Percentage","0","Units",,,2.053,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,0.889,"B","Break"
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2016","2016","PC","Percentage","0","Units",,,0.898,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2017","2017","PC","Percentage","0","Units",,,0.884,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,0.893,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2019","2019","PC","Percentage","0","Units",,,0.847,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2020","2020","PC","Percentage","0","Units",,,0.809,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2021","2021","PC","Percentage","0","Units",,,0.757,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,5.286,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,5.407,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,5.341,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,5.217,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,5.215,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2020","2020","PC","Percentage","0","Units",,,6.262,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HPTOT","All providers","PARCUR","Share of current expenditure on health","CHE","Switzerland","2021","2021","PC","Percentage","0","Units",,,6.966,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,59.401,"B","Break"
