"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2019","2019",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2020","2020",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2021","2021",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2018","2018",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2019","2019",81.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2020","2020",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2021","2021",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","2018","2018",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","2019","2019",81.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","2020","2020",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","2021","2021",80.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HUN","Hungary","2018","2018",76.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HUN","Hungary","2019","2019",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HUN","Hungary","2020","2020",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HUN","Hungary","2021","2021",74.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2018","2018",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2019","2019",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2020","2020",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2021","2021",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IRL","Ireland","2018","2018",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IRL","Ireland","2019","2019",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IRL","Ireland","2020","2020",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IRL","Ireland","2021","2021",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2018","2018",83.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2019","2019",83.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2020","2020",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2021","2021",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2018","2018",84.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2019","2019",84.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2020","2020",84.6,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2021","2021",84.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2018","2018",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2019","2019",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2020","2020",83.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2021","2021",83.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2018","2018",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2019","2019",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2020","2020",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2021","2021",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2018","2018",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2019","2019",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2020","2020",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2021","2021",75.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2018","2018",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2019","2019",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2020","2020",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2021","2021",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","2018","2018",81.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","2019","2019",82.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","2020","2020",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","2021","2021",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2018","2018",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2019","2019",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2020","2020",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2021","2021",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","POL","Poland","2018","2018",77.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","POL","Poland","2019","2019",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","POL","Poland","2020","2020",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","POL","Poland","2021","2021",75.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PRT","Portugal","2018","2018",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PRT","Portugal","2019","2019",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PRT","Portugal","2020","2020",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PRT","Portugal","2021","2021",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2018","2018",77.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2019","2019",77.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2020","2020",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2021","2021",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2018","2018",83.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2019","2019",84,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2020","2020",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2021","2021",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2018","2018",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2019","2019",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2020","2020",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2021","2021",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2018","2018",83.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2019","2019",84,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2020","2020",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2021","2021",83.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2018","2018",78.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2019","2019",78.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2018","2018",81.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2019","2019",81.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2020","2020",80.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2018","2018",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2019","2019",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2020","2020",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2021","2021",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2018","2018",74.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2019","2019",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2020","2020",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2021","2021",74,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHL","Chile","2018","2018",80.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHL","Chile","2019","2019",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHL","Chile","2020","2020",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHL","Chile","2021","2021",81,"P","Provisional value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2018","2018",77.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2019","2019",77.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2020","2020",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2021","2021",78.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2018","2018",78.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2019","2019",79,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2020","2020",78.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2021","2021",77.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IND","India","2018","2018",70.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IND","India","2019","2019",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IND","India","2020","2020",70.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IND","India","2021","2021",70.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IDN","Indonesia","2018","2018",69.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IDN","Indonesia","2019","2019",70.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IDN","Indonesia","2020","2020",70.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","IDN","Indonesia","2021","2021",68.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISR","Israel","2018","2018",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISR","Israel","2019","2019",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISR","Israel","2020","2020",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISR","Israel","2021","2021",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","RUS","Russia","2018","2018",72.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","RUS","Russia","2019","2019",73.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVN","Slovenia","2018","2018",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVN","Slovenia","2019","2019",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVN","Slovenia","2020","2020",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVN","Slovenia","2021","2021",80.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ZAF","South Africa","2018","2018",65.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ZAF","South Africa","2019","2019",65.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ZAF","South Africa","2020","2020",66.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ZAF","South Africa","2021","2021",65.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LVA","Latvia","2018","2018",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LVA","Latvia","2019","2019",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LVA","Latvia","2020","2020",75.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LVA","Latvia","2021","2021",73.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CRI","Costa Rica","2018","2018",80.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CRI","Costa Rica","2019","2019",80.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CRI","Costa Rica","2020","2020",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CRI","Costa Rica","2021","2021",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LTU","Lithuania","2018","2018",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LTU","Lithuania","2019","2019",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LTU","Lithuania","2020","2020",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LTU","Lithuania","2021","2021",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","COL","Colombia","2018","2018",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","COL","Colombia","2019","2019",76.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","COL","Colombia","2020","2020",76.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","COL","Colombia","2021","2021",76.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PER","Peru","2018","2018",75.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PER","Peru","2019","2019",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PER","Peru","2020","2020",76.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","PER","Peru","2021","2021",73.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BGR","Bulgaria","2018","2018",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BGR","Bulgaria","2019","2019",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BGR","Bulgaria","2020","2020",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BGR","Bulgaria","2021","2021",71.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HRV","Croatia","2018","2018",78.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HRV","Croatia","2019","2019",78.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HRV","Croatia","2020","2020",77.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","HRV","Croatia","2021","2021",76.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ROU","Romania","2018","2018",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ROU","Romania","2019","2019",75.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ROU","Romania","2020","2020",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ROU","Romania","2021","2021",72.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ARG","Argentina","2018","2018",76.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ARG","Argentina","2019","2019",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ARG","Argentina","2020","2020",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ARG","Argentina","2021","2021",75.9,,
