"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2012","2012","PC","Percentage","0","Units",,,8.675,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2013","2013","PC","Percentage","0","Units",,,8.751,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2014","2014","PC","Percentage","0","Units",,,9.834,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2015","2015","PC","Percentage","0","Units",,,10.182,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2016","2016","PC","Percentage","0","Units",,,10.093,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,10.123,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,10.06,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2019","2019","PC","Percentage","0","Units",,,10.22,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2020","2020","PC","Percentage","0","Units",,,10.684,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2021","2021","PC","Percentage","0","Units",,,10.59,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2022","2022","PC","Percentage","0","Units",,,9.646,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2002","2002","PC","Percentage","0","Units",,,9.395,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2003","2003","PC","Percentage","0","Units",,,9.547,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2004","2004","PC","Percentage","0","Units",,,9.709,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2005","2005","PC","Percentage","0","Units",,,9.627,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2006","2006","PC","Percentage","0","Units",,,9.531,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2007","2007","PC","Percentage","0","Units",,,9.532,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2008","2008","PC","Percentage","0","Units",,,9.726,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2009","2009","PC","Percentage","0","Units",,,10.226,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2010","2010","PC","Percentage","0","Units",,,10.221,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2011","2011","PC","Percentage","0","Units",,,10.026,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2012","2012","PC","Percentage","0","Units",,,10.199,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2013","2013","PC","Percentage","0","Units",,,10.286,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2014","2014","PC","Percentage","0","Units",,,10.368,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2015","2015","PC","Percentage","0","Units",,,10.368,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2016","2016","PC","Percentage","0","Units",,,10.352,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2017","2017","PC","Percentage","0","Units",,,10.384,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,10.349,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2019","2019","PC","Percentage","0","Units",,,10.487,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2020","2020","PC","Percentage","0","Units",,,11.385,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2021","2021","PC","Percentage","0","Units",,,12.096,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUT","Austria","2022","2022","PC","Percentage","0","Units",,,11.351,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2002","2002","PC","Percentage","0","Units",,,8.318,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2003","2003","PC","Percentage","0","Units",,,9.164,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2004","2004","PC","Percentage","0","Units",,,9.328,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2005","2005","PC","Percentage","0","Units",,,9.224,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2006","2006","PC","Percentage","0","Units",,,9.13,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2007","2007","PC","Percentage","0","Units",,,9.136,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2008","2008","PC","Percentage","0","Units",,,9.595,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2009","2009","PC","Percentage","0","Units",,,10.321,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2010","2010","PC","Percentage","0","Units",,,10.202,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2011","2011","PC","Percentage","0","Units",,,10.363,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2012","2012","PC","Percentage","0","Units",,,10.502,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2013","2013","PC","Percentage","0","Units",,,10.577,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2014","2014","PC","Percentage","0","Units",,,10.609,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,10.797,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2016","2016","PC","Percentage","0","Units",,,10.794,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,10.799,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,10.861,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2019","2019","PC","Percentage","0","Units",,,10.795,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2020","2020","PC","Percentage","0","Units",,,11.198,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2021","2021","PC","Percentage","0","Units",,,11.043,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2022","2022","PC","Percentage","0","Units",,,10.94,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2002","2002","PC","Percentage","0","Units",,,8.857,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2003","2003","PC","Percentage","0","Units",,,9.011,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2004","2004","PC","Percentage","0","Units",,,9.066,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2005","2005","PC","Percentage","0","Units",,,9.035,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006","PC","Percentage","0","Units",,,9.342,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007","PC","Percentage","0","Units",,,9.445,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008","PC","Percentage","0","Units",,,9.608,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009","PC","Percentage","0","Units",,,10.662,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010","PC","Percentage","0","Units",,,10.676,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011","PC","Percentage","0","Units",,,10.38,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012","PC","Percentage","0","Units",,,10.51,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013","PC","Percentage","0","Units",,,10.412,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014","PC","Percentage","0","Units",,,10.258,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,10.739,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016","PC","Percentage","0","Units",,,11.032,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,10.906,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018","PC","Percentage","0","Units",,,10.905,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2019","2019","PC","Percentage","0","Units",,,11.009,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2020","2020","PC","Percentage","0","Units",,,13.035,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2021","2021","PC","Percentage","0","Units",,,12.334,"D; P","Difference in methodology; Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2022","2022","PC","Percentage","0","Units",,,11.155,"D; P","Difference in methodology; Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2002","2002","PC","Percentage","0","Units",,,8.21,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2003","2003","PC","Percentage","0","Units",,,8.317,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2004","2004","PC","Percentage","0","Units",,,8.13,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2005","2005","PC","Percentage","0","Units",,,8.151,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2006","2006","PC","Percentage","0","Units",,,8.052,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2007","2007","PC","Percentage","0","Units",,,7.996,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2008","2008","PC","Percentage","0","Units",,,8.208,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2009","2009","PC","Percentage","0","Units",,,8.77,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2010","2010","PC","Percentage","0","Units",,,8.32,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2011","2011","PC","Percentage","0","Units",,,10.416,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2012","2012","PC","Percentage","0","Units",,,10.735,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2013","2013","PC","Percentage","0","Units",,,10.905,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2014","2014","PC","Percentage","0","Units",,,10.948,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2015","2015","PC","Percentage","0","Units",,,10.804,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2016","2016","PC","Percentage","0","Units",,,10.852,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2017","2017","PC","Percentage","0","Units",,,10.785,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2018","2018","PC","Percentage","0","Units",,,10.941,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2019","2019","PC","Percentage","0","Units",,,10.832,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2020","2020","PC","Percentage","0","Units",,,11.333,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2021","2021","PC","Percentage","0","Units",,,11.247,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SWE","Sweden","2022","2022","PC","Percentage","0","Units",,,10.667,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2002","2002","PC","Percentage","0","Units",,,7.628,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2003","2003","PC","Percentage","0","Units",,,7.938,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2004","2004","PC","Percentage","0","Units",,,8.059,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2005","2005","PC","Percentage","0","Units",,,8.288,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2006","2006","PC","Percentage","0","Units",,,8.284,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2007","2007","PC","Percentage","0","Units",,,8.084,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2008","2008","PC","Percentage","0","Units",,,8.343,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2009","2009","PC","Percentage","0","Units",,,9.161,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2010","2010","PC","Percentage","0","Units",,,9.142,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2011","2011","PC","Percentage","0","Units",,,9.223,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2012","2012","PC","Percentage","0","Units",,,9.586,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2013","2013","PC","Percentage","0","Units",,,9.805,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2014","2014","PC","Percentage","0","Units",,,9.781,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,9.645,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2016","2016","PC","Percentage","0","Units",,,9.378,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2017","2017","PC","Percentage","0","Units",,,9.127,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,9.043,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2019","2019","PC","Percentage","0","Units",,,9.171,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2020","2020","PC","Percentage","0","Units",,,9.632,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2021","2021","PC","Percentage","0","Units",,,10.25,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2022","2022","PC","Percentage","0","Units",,,10.039,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2002","2002","PC","Percentage","0","Units",,,6.801,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2003","2003","PC","Percentage","0","Units",,,7.563,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2004","2004","PC","Percentage","0","Units",,,7.658,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2005","2005","PC","Percentage","0","Units",,,7.732,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2006","2006","PC","Percentage","0","Units",,,7.829,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2007","2007","PC","Percentage","0","Units",,,7.919,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2008","2008","PC","Percentage","0","Units",,,8.382,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2009","2009","PC","Percentage","0","Units",,,9.108,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2010","2010","PC","Percentage","0","Units",,,9.119,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,9.168,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2012","2012","PC","Percentage","0","Units",,,9.154,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2013","2013","PC","Percentage","0","Units",,,9.064,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2014","2014","PC","Percentage","0","Units",,,9.085,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,9.122,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2016","2016","PC","Percentage","0","Units",,,8.947,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,8.945,,
